snp,single
SNP8494,1008494
SNP8495,1008495
SNP8496,1008496
SNP8497,1008497
SNP8498,1008498
SNP8499,1008499
SNP8500,1008500
SNP8501,1008501
SNP8502,1008502
SNP8503,1008503
SNP8504,1008504
SNP8505,1008505
SNP8506,1008506
SNP8507,1008507
SNP8508,1008508
SNP8509,1008509
SNP8510,1008510
SNP8511,1008511
SNP8512,1008512
SNP8513,1008513
SNP8514,1008514
SNP8515,1008515
SNP8516,1008516
SNP8517,1008517
SNP8518,1008518
SNP8519,1008519
SNP8520,1008520
SNP8521,1008521
SNP8522,1008522
SNP8523,1008523
SNP8524,1008524
SNP8525,1008525
SNP8526,1008526
SNP8527,1008527
SNP8528,1008528
SNP8529,1008529
SNP8530,1008530
SNP8531,1008531
SNP8532,1008532
SNP8533,1008533
SNP8534,1008534
SNP8535,1008535
SNP8536,1008536
SNP8537,1008537
SNP8538,1008538
SNP8539,1008539
SNP8540,1008540
SNP8541,1008541
SNP8542,1008542
SNP8543,1008543
SNP8544,1008544
SNP8545,1008545
SNP8546,1008546
SNP8547,1008547
SNP8548,1008548
SNP8549,1008549
SNP8550,1008550
SNP8551,1008551
SNP8552,1008552
SNP8553,1008553
SNP8554,1008554
SNP8555,1008555
SNP8556,1008556
SNP8557,1008557
SNP8558,1008558
SNP8559,1008559
SNP8560,1008560
SNP8561,1008561
SNP8562,1008562
SNP8563,1008563
SNP8564,1008564
SNP8565,1008565
SNP8566,1008566
SNP8567,1008567
SNP8568,1008568
SNP8569,1008569
SNP8570,1008570
SNP8571,1008571
SNP8572,1008572
SNP8573,1008573
SNP8574,1008574
SNP8575,1008575
SNP8576,1008576
SNP8577,1008577
SNP8578,1008578
SNP8579,1008579
SNP8580,1008580
SNP8581,1008581
SNP8582,1008582
SNP8583,1008583
SNP8584,1008584
SNP8585,1008585
SNP8586,1008586
SNP8587,1008587
SNP8588,1008588
SNP8589,1008589
SNP8590,1008590
SNP8591,1008591
SNP8592,1008592
SNP8593,1008593
SNP8594,1008594
SNP8595,1008595
SNP8596,1008596
SNP8597,1008597
SNP8598,1008598
SNP8599,1008599
SNP8600,1008600
SNP8601,1008601
SNP8602,1008602
SNP8603,1008603
SNP8604,1008604
SNP8605,1008605
SNP8606,1008606
SNP8607,1008607
SNP8608,1008608
SNP8609,1008609
SNP8610,1008610
SNP8611,1008611
SNP8612,1008612
SNP8613,1008613
SNP8614,1008614
SNP8615,1008615
SNP8616,1008616
SNP8617,1008617
SNP8618,1008618
SNP8619,1008619
SNP8620,1008620
SNP8621,1008621
SNP8622,1008622
SNP8623,1008623
SNP8624,1008624
SNP8625,1008625
SNP8626,1008626
SNP8627,1008627
SNP8628,1008628
SNP8629,1008629
SNP8630,1008630
SNP8631,1008631
SNP8632,1008632
SNP8633,1008633
SNP8634,1008634
SNP8635,1008635
SNP8636,1008636
SNP8637,1008637
SNP8638,1008638
SNP8639,1008639
SNP8640,1008640
SNP8641,1008641
SNP8642,1008642
SNP8643,1008643
SNP8644,1008644
SNP8645,1008645
SNP8646,1008646
SNP8647,1008647
SNP8648,1008648
SNP8649,1008649
SNP8650,1008650
SNP8651,1008651
SNP8652,1008652
SNP8653,1008653
SNP8654,1008654
SNP8655,1008655
SNP8656,1008656
SNP8657,1008657
SNP8658,1008658
SNP8659,1008659
SNP8660,1008660
SNP8661,1008661
SNP8662,1008662
SNP8663,1008663
SNP8664,1008664
SNP8665,1008665
SNP8666,1008666
SNP8667,1008667
SNP8668,1008668
SNP8669,1008669
SNP8670,1008670
SNP8671,1008671
SNP8672,1008672
SNP8673,1008673
SNP8674,1008674
SNP8675,1008675
SNP8676,1008676
SNP8677,1008677
SNP8678,1008678
SNP8679,1008679
SNP8680,1008680
SNP8681,1008681
SNP8682,1008682
SNP8683,1008683
SNP8684,1008684
SNP8685,1008685
SNP8686,1008686
SNP8687,1008687
SNP8688,1008688
SNP8689,1008689
SNP8690,1008690
SNP8691,1008691
SNP8692,1008692
SNP8693,1008693
SNP8694,1008694
SNP8695,1008695
SNP8696,1008696
SNP8697,1008697
SNP8698,1008698
SNP8699,1008699
SNP8700,1008700
SNP8701,1008701
SNP8702,1008702
SNP8703,1008703
SNP8704,1008704
SNP8705,1008705
SNP8706,1008706
SNP8707,1008707
SNP8708,1008708
SNP8709,1008709
SNP8710,1008710
SNP8711,1008711
SNP8712,1008712
SNP8713,1008713
SNP8714,1008714
SNP8715,1008715
SNP8716,1008716
SNP8717,1008717
SNP8718,1008718
SNP8719,1008719
SNP8720,1008720
SNP8721,1008721
SNP8722,1008722
SNP8723,1008723
SNP8724,1008724
SNP8725,1008725
SNP8726,1008726
SNP8727,1008727
SNP8728,1008728
SNP8729,1008729
SNP8730,1008730
SNP8731,1008731
SNP8732,1008732
SNP8733,1008733
SNP8734,1008734
SNP8735,1008735
SNP8736,1008736
SNP8737,1008737
SNP8738,1008738
SNP8739,1008739
SNP8740,1008740
SNP8741,1008741
SNP8742,1008742
SNP8743,1008743
SNP8744,1008744
SNP8745,1008745
SNP8746,1008746
SNP8747,1008747
SNP8748,1008748
SNP8749,1008749
SNP8750,1008750
SNP8751,1008751
SNP8752,1008752
SNP8753,1008753
SNP8754,1008754
SNP8755,1008755
SNP8756,1008756
SNP8757,1008757
SNP8758,1008758
SNP8759,1008759
SNP8760,1008760
SNP8761,1008761
SNP8762,1008762
SNP8763,1008763
SNP8764,1008764
SNP8765,1008765
SNP8766,1008766
SNP8767,1008767
SNP8768,1008768
SNP8769,1008769
SNP8770,1008770
SNP8771,1008771
SNP8772,1008772
SNP8773,1008773
SNP8774,1008774
SNP8775,1008775
SNP8776,1008776
SNP8777,1008777
SNP8778,1008778
SNP8779,1008779
SNP8780,1008780
SNP8781,1008781
SNP8782,1008782
SNP8783,1008783
SNP8784,1008784
SNP8785,1008785
SNP8786,1008786
SNP8787,1008787
SNP8788,1008788
SNP8789,1008789
SNP8790,1008790
SNP8791,1008791
SNP8792,1008792
SNP8793,1008793
SNP8794,1008794
SNP8795,1008795
SNP8796,1008796
SNP8797,1008797
SNP8798,1008798
SNP8799,1008799
SNP8800,1008800
SNP8801,1008801
SNP8802,1008802
SNP8803,1008803
SNP8804,1008804
SNP8805,1008805
SNP8806,1008806
SNP8807,1008807
SNP8808,1008808
SNP8809,1008809
SNP8810,1008810
SNP8811,1008811
SNP8812,1008812
SNP8813,1008813
SNP8814,1008814
SNP8815,1008815
SNP8816,1008816
SNP8817,1008817
SNP8818,1008818
SNP8819,1008819
SNP8820,1008820
SNP8821,1008821
SNP8822,1008822
SNP8823,1008823
SNP8824,1008824
SNP8825,1008825
SNP8826,1008826
SNP8827,1008827
SNP8828,1008828
SNP8829,1008829
SNP8830,1008830
SNP8831,1008831
SNP8832,1008832
SNP8833,1008833
SNP8834,1008834
SNP8835,1008835
SNP8836,1008836
SNP8837,1008837
SNP8838,1008838
SNP8839,1008839
SNP8840,1008840
SNP8841,1008841
SNP8842,1008842
SNP8843,1008843
SNP8844,1008844
SNP8845,1008845
SNP8846,1008846
SNP8847,1008847
SNP8848,1008848
SNP8849,1008849
SNP8850,1008850
SNP8851,1008851
SNP8852,1008852
SNP8853,1008853
SNP8854,1008854
SNP8855,1008855
SNP8856,1008856
SNP8857,1008857
SNP8858,1008858
SNP8859,1008859
SNP8860,1008860
SNP8861,1008861
SNP8862,1008862
SNP8863,1008863
SNP8864,1008864
SNP8865,1008865
SNP8866,1008866
SNP8867,1008867
SNP8868,1008868
SNP8869,1008869
SNP8870,1008870
SNP8871,1008871
SNP8872,1008872
SNP8873,1008873
SNP8874,1008874
SNP8875,1008875
SNP8876,1008876
SNP8877,1008877
SNP8878,1008878
SNP8879,1008879
SNP8880,1008880
SNP8881,1008881
SNP8882,1008882
SNP8883,1008883
SNP8884,1008884
SNP8885,1008885
SNP8886,1008886
SNP8887,1008887
SNP8888,1008888
SNP8889,1008889
SNP8890,1008890
SNP8891,1008891
SNP8892,1008892
SNP8893,1008893
SNP8894,1008894
SNP8895,1008895
SNP8896,1008896
SNP8897,1008897
SNP8898,1008898
SNP8899,1008899
SNP8900,1008900
SNP8901,1008901
SNP8902,1008902
SNP8903,1008903
SNP8904,1008904
SNP8905,1008905
SNP8906,1008906
SNP8907,1008907
SNP8908,1008908
SNP8909,1008909
SNP8910,1008910
SNP8911,1008911
SNP8912,1008912
SNP8913,1008913
SNP8914,1008914
SNP8915,1008915
SNP8916,1008916
SNP8917,1008917
SNP8918,1008918
SNP8919,1008919
SNP8920,1008920
SNP8921,1008921
SNP8922,1008922
SNP8923,1008923
SNP8924,1008924
SNP8925,1008925
SNP8926,1008926
SNP8927,1008927
SNP8928,1008928
SNP8929,1008929
SNP8930,1008930
SNP8931,1008931
SNP8932,1008932
SNP8933,1008933
SNP8934,1008934
SNP8935,1008935
SNP8936,1008936
SNP8937,1008937
SNP8938,1008938
SNP8939,1008939
SNP8940,1008940
SNP8941,1008941
SNP8942,1008942
SNP8943,1008943
SNP8944,1008944
SNP8945,1008945
SNP8946,1008946
SNP8947,1008947
SNP8948,1008948
SNP8949,1008949
SNP8950,1008950
SNP8951,1008951
SNP8952,1008952
SNP8953,1008953
SNP8954,1008954
SNP8955,1008955
SNP8956,1008956
SNP8957,1008957
SNP8958,1008958
SNP8959,1008959
SNP8960,1008960
SNP8961,1008961
SNP8962,1008962
SNP8963,1008963
SNP8964,1008964
SNP8965,1008965
SNP8966,1008966
SNP8967,1008967
SNP8968,1008968
SNP8969,1008969
SNP8970,1008970
SNP8971,1008971
SNP8972,1008972
SNP8973,1008973
SNP8974,1008974
SNP8975,1008975
SNP8976,1008976
SNP8977,1008977
SNP8978,1008978
SNP8979,1008979
SNP8980,1008980
SNP8981,1008981
SNP8982,1008982
SNP8983,1008983
SNP8984,1008984
SNP8985,1008985
SNP8986,1008986
SNP8987,1008987
SNP8988,1008988
SNP8989,1008989
SNP8990,1008990
SNP8991,1008991
SNP8992,1008992
SNP8993,1008993
SNP8994,1008994
SNP8995,1008995
SNP8996,1008996
SNP8997,1008997
SNP8998,1008998
SNP8999,1008999
SNP9000,1009000
SNP9001,1009001
SNP9002,1009002
SNP9003,1009003
SNP9004,1009004
SNP9005,1009005
SNP9006,1009006
SNP9007,1009007
SNP9008,1009008
SNP9009,1009009
SNP9010,1009010
SNP9011,1009011
SNP9012,1009012
SNP9013,1009013
SNP9014,1009014
SNP9015,1009015
SNP9016,1009016
SNP9017,1009017
SNP9018,1009018
SNP9019,1009019
SNP9020,1009020
SNP9021,1009021
SNP9022,1009022
SNP9023,1009023
SNP9024,1009024
SNP9025,1009025
SNP9026,1009026
SNP9027,1009027
SNP9028,1009028
SNP9029,1009029
SNP9030,1009030
SNP9031,1009031
SNP9032,1009032
SNP9033,1009033
SNP9034,1009034
SNP9035,1009035
SNP9036,1009036
SNP9037,1009037
SNP9038,1009038
SNP9039,1009039
SNP9040,1009040
SNP9041,1009041
SNP9042,1009042
SNP9043,1009043
SNP9044,1009044
SNP9045,1009045
SNP9046,1009046
SNP9047,1009047
SNP9048,1009048
SNP9049,1009049
SNP9050,1009050
SNP9051,1009051
SNP9052,1009052
SNP9053,1009053
SNP9054,1009054
SNP9055,1009055
SNP9056,1009056
SNP9057,1009057
SNP9058,1009058
SNP9059,1009059
SNP9060,1009060
SNP9061,1009061
SNP9062,1009062
SNP9063,1009063
SNP9064,1009064
SNP9065,1009065
SNP9066,1009066
SNP9067,1009067
SNP9068,1009068
SNP9069,1009069
SNP9070,1009070
SNP9071,1009071
SNP9072,1009072
SNP9073,1009073
SNP9074,1009074
SNP9075,1009075
SNP9076,1009076
SNP9077,1009077
SNP9078,1009078
SNP9079,1009079
SNP9080,1009080
SNP9081,1009081
SNP9082,1009082
SNP9083,1009083
SNP9084,1009084
SNP9085,1009085
SNP9086,1009086
SNP9087,1009087
SNP9088,1009088
SNP9089,1009089
SNP9090,1009090
SNP9091,1009091
SNP9092,1009092
SNP9093,1009093
SNP9094,1009094
SNP9095,1009095
SNP9096,1009096
SNP9097,1009097
SNP9098,1009098
SNP9099,1009099
SNP9100,1009100
SNP9101,1009101
SNP9102,1009102
SNP9103,1009103
SNP9104,1009104
SNP9105,1009105
SNP9106,1009106
SNP9107,1009107
SNP9108,1009108
SNP9109,1009109
SNP9110,1009110
SNP9111,1009111
SNP9112,1009112
SNP9113,1009113
SNP9114,1009114
SNP9115,1009115
SNP9116,1009116
SNP9117,1009117
SNP9118,1009118
SNP9119,1009119
SNP9120,1009120
SNP9121,1009121
SNP9122,1009122
SNP9123,1009123
SNP9124,1009124
SNP9125,1009125
SNP9126,1009126
SNP9127,1009127
SNP9128,1009128
SNP9129,1009129
SNP9130,1009130
SNP9131,1009131
SNP9132,1009132
SNP9133,1009133
SNP9134,1009134
SNP9135,1009135
SNP9136,1009136
SNP9137,1009137
SNP9138,1009138
SNP9139,1009139
SNP9140,1009140
SNP9141,1009141
SNP9142,1009142
SNP9143,1009143
SNP9144,1009144
SNP9145,1009145
SNP9146,1009146
SNP9147,1009147
SNP9148,1009148
SNP9149,1009149
SNP9150,1009150
SNP9151,1009151
SNP9152,1009152
SNP9153,1009153
SNP9154,1009154
SNP9155,1009155
SNP9156,1009156
SNP9157,1009157
SNP9158,1009158
SNP9159,1009159
SNP9160,1009160
SNP9161,1009161
SNP9162,1009162
SNP9163,1009163
SNP9164,1009164
SNP9165,1009165
SNP9166,1009166
SNP9167,1009167
SNP9168,1009168
SNP9169,1009169
SNP9170,1009170
SNP9171,1009171
SNP9172,1009172
SNP9173,1009173
SNP9174,1009174
SNP9175,1009175
SNP9176,1009176
SNP9177,1009177
SNP9178,1009178
SNP9179,1009179
SNP9180,1009180
SNP9181,1009181
SNP9182,1009182
SNP9183,1009183
SNP9184,1009184
SNP9185,1009185
SNP9186,1009186
SNP9187,1009187
SNP9188,1009188
SNP9189,1009189
SNP9190,1009190
SNP9191,1009191
SNP9192,1009192
SNP9193,1009193
SNP9194,1009194
SNP9195,1009195
SNP9196,1009196
SNP9197,1009197
SNP9198,1009198
SNP9199,1009199
SNP9200,1009200
SNP9201,1009201
SNP9202,1009202
SNP9203,1009203
SNP9204,1009204
SNP9205,1009205
SNP9206,1009206
SNP9207,1009207
SNP9208,1009208
SNP9209,1009209
SNP9210,1009210
SNP9211,1009211
SNP9212,1009212
SNP9213,1009213
SNP9214,1009214
SNP9215,1009215
SNP9216,1009216
SNP9217,1009217
SNP9218,1009218
SNP9219,1009219
SNP9220,1009220
SNP9221,1009221
SNP9222,1009222
SNP9223,1009223
SNP9224,1009224
SNP9225,1009225
SNP9226,1009226
SNP9227,1009227
SNP9228,1009228
SNP9229,1009229
SNP9230,1009230
SNP9231,1009231
SNP9232,1009232
SNP9233,1009233
SNP9234,1009234
SNP9235,1009235
SNP9236,1009236
SNP9237,1009237
SNP9238,1009238
SNP9239,1009239
SNP9240,1009240
SNP9241,1009241
SNP9242,1009242
SNP9243,1009243
SNP9244,1009244
SNP9245,1009245
SNP9246,1009246
SNP9247,1009247
SNP9248,1009248
SNP9249,1009249
SNP9250,1009250
SNP9251,1009251
SNP9252,1009252
SNP9253,1009253
SNP9254,1009254
SNP9255,1009255
SNP9256,1009256
SNP9257,1009257
SNP9258,1009258
SNP9259,1009259
SNP9260,1009260
SNP9261,1009261
SNP9262,1009262
SNP9263,1009263
SNP9264,1009264
SNP9265,1009265
SNP9266,1009266
SNP9267,1009267
SNP9268,1009268
SNP9269,1009269
SNP9270,1009270
SNP9271,1009271
SNP9272,1009272
SNP9273,1009273
SNP9274,1009274
SNP9275,1009275
SNP9276,1009276
SNP9277,1009277
SNP9278,1009278
SNP9279,1009279
SNP9280,1009280
SNP9281,1009281
SNP9282,1009282
SNP9283,1009283
SNP9284,1009284
SNP9285,1009285
SNP9286,1009286
SNP9287,1009287
SNP9288,1009288
SNP9289,1009289
SNP9290,1009290
SNP9291,1009291
SNP9292,1009292
SNP9293,1009293
SNP9294,1009294
SNP9295,1009295
SNP9296,1009296
SNP9297,1009297
SNP9298,1009298
SNP9299,1009299
SNP9300,1009300
SNP9301,1009301
SNP9302,1009302
SNP9303,1009303
SNP9304,1009304
SNP9305,1009305
SNP9306,1009306
SNP9307,1009307
SNP9308,1009308
SNP9309,1009309
SNP9310,1009310
SNP9311,1009311
SNP9312,1009312
SNP9313,1009313
SNP9314,1009314
SNP9315,1009315
SNP9316,1009316
SNP9317,1009317
SNP9318,1009318
SNP9319,1009319
SNP9320,1009320
SNP9321,1009321
SNP9322,1009322
SNP9323,1009323
SNP9324,1009324
SNP9325,1009325
SNP9326,1009326
SNP9327,1009327
SNP9328,1009328
SNP9329,1009329
SNP9330,1009330
SNP9331,1009331
SNP9332,1009332
SNP9333,1009333
SNP9334,1009334
SNP9335,1009335
SNP9336,1009336
SNP9337,1009337
SNP9338,1009338
SNP9339,1009339
SNP9340,1009340
SNP9341,1009341
SNP9342,1009342
SNP9343,1009343
SNP9344,1009344
SNP9345,1009345
SNP9346,1009346
SNP9347,1009347
SNP9348,1009348
SNP9349,1009349
SNP9350,1009350
SNP9351,1009351
SNP9352,1009352
SNP9353,1009353
SNP9354,1009354
SNP9355,1009355
SNP9356,1009356
SNP9357,1009357
SNP9358,1009358
SNP9359,1009359
SNP9360,1009360
SNP9361,1009361
SNP9362,1009362
SNP9363,1009363
SNP9364,1009364
SNP9365,1009365
SNP9366,1009366
SNP9367,1009367
SNP9368,1009368
SNP9369,1009369
SNP9370,1009370
SNP9371,1009371
SNP9372,1009372
SNP9373,1009373
SNP9374,1009374
SNP9375,1009375
SNP9376,1009376
SNP9377,1009377
SNP9378,1009378
SNP9379,1009379
SNP9380,1009380
SNP9381,1009381
SNP9382,1009382
SNP9383,1009383
SNP9384,1009384
SNP9385,1009385
SNP9386,1009386
SNP9387,1009387
SNP9388,1009388
SNP9389,1009389
SNP9390,1009390
SNP9391,1009391
SNP9392,1009392
SNP9393,1009393
SNP9394,1009394
SNP9395,1009395
SNP9396,1009396
SNP9397,1009397
SNP9398,1009398
SNP9399,1009399
SNP9400,1009400
SNP9401,1009401
SNP9402,1009402
SNP9403,1009403
SNP9404,1009404
SNP9405,1009405
SNP9406,1009406
SNP9407,1009407
SNP9408,1009408
SNP9409,1009409
SNP9410,1009410
SNP9411,1009411
SNP9412,1009412
SNP9413,1009413
SNP9414,1009414
SNP9415,1009415
SNP9416,1009416
SNP9417,1009417
SNP9418,1009418
SNP9419,1009419
SNP9420,1009420
SNP9421,1009421
SNP9422,1009422
SNP9423,1009423
SNP9424,1009424
SNP9425,1009425
SNP9426,1009426
SNP9427,1009427
SNP9428,1009428
SNP9429,1009429
SNP9430,1009430
SNP9431,1009431
SNP9432,1009432
SNP9433,1009433
SNP9434,1009434
SNP9435,1009435
SNP9436,1009436
SNP9437,1009437
SNP9438,1009438
SNP9439,1009439
SNP9440,1009440
SNP9441,1009441
SNP9442,1009442
SNP9443,1009443
SNP9444,1009444
SNP9445,1009445
SNP9446,1009446
SNP9447,1009447
SNP9448,1009448
SNP9449,1009449
SNP9450,1009450
SNP9451,1009451
SNP9452,1009452
SNP9453,1009453
SNP9454,1009454
SNP9455,1009455
SNP9456,1009456
SNP9457,1009457
SNP9458,1009458
SNP9459,1009459
SNP9460,1009460
SNP9461,1009461
SNP9462,1009462
SNP9463,1009463
SNP9464,1009464
SNP9465,1009465
SNP9466,1009466
SNP9467,1009467
SNP9468,1009468
SNP9469,1009469
SNP9470,1009470
SNP9471,1009471
SNP9472,1009472
SNP9473,1009473
SNP9474,1009474
SNP9475,1009475
SNP9476,1009476
SNP9477,1009477
SNP9478,1009478
SNP9479,1009479
SNP9480,1009480
SNP9481,1009481
SNP9482,1009482
SNP9483,1009483
SNP9484,1009484
SNP9485,1009485
SNP9486,1009486
SNP9487,1009487
SNP9488,1009488
SNP9489,1009489
SNP9490,1009490
SNP9491,1009491
SNP9492,1009492
SNP9493,1009493
SNP9494,1009494
SNP9495,1009495
SNP9496,1009496
SNP9497,1009497
SNP9498,1009498
SNP9499,1009499
SNP9500,1009500
SNP9501,1009501
SNP9502,1009502
SNP9503,1009503
SNP9504,1009504
SNP9505,1009505
SNP9506,1009506
SNP9507,1009507
SNP9508,1009508
SNP9509,1009509
SNP9510,1009510
SNP9511,1009511
SNP9512,1009512
SNP9513,1009513
SNP9514,1009514
SNP9515,1009515
SNP9516,1009516
SNP9517,1009517
SNP9518,1009518
SNP9519,1009519
SNP9520,1009520
SNP9521,1009521
SNP9522,1009522
SNP9523,1009523
SNP9524,1009524
SNP9525,1009525
SNP9526,1009526
SNP9527,1009527
SNP9528,1009528
SNP9529,1009529
SNP9530,1009530
SNP9531,1009531
SNP9532,1009532
SNP9533,1009533
SNP9534,1009534
SNP9535,1009535
SNP9536,1009536
SNP9537,1009537
SNP9538,1009538
SNP9539,1009539
SNP9540,1009540
SNP9541,1009541
SNP9542,1009542
SNP9543,1009543
SNP9544,1009544
SNP9545,1009545
SNP9546,1009546
SNP9547,1009547
SNP9548,1009548
SNP9549,1009549
SNP9550,1009550
SNP9551,1009551
SNP9552,1009552
SNP9553,1009553
SNP9554,1009554
SNP9555,1009555
SNP9556,1009556
SNP9557,1009557
SNP9558,1009558
SNP9559,1009559
SNP9560,1009560
SNP9561,1009561
SNP9562,1009562
SNP9563,1009563
SNP9564,1009564
SNP9565,1009565
SNP9566,1009566
SNP9567,1009567
SNP9568,1009568
SNP9569,1009569
SNP9570,1009570
SNP9571,1009571
SNP9572,1009572
SNP9573,1009573
SNP9574,1009574
SNP9575,1009575
SNP9576,1009576
SNP9577,1009577
SNP9578,1009578
SNP9579,1009579
SNP9580,1009580
SNP9581,1009581
SNP9582,1009582
SNP9583,1009583
SNP9584,1009584
SNP9585,1009585
SNP9586,1009586
SNP9587,1009587
SNP9588,1009588
SNP9589,1009589
SNP9590,1009590
SNP9591,1009591
SNP9592,1009592
SNP9593,1009593
SNP9594,1009594
SNP9595,1009595
SNP9596,1009596
SNP9597,1009597
SNP9598,1009598
SNP9599,1009599
SNP9600,1009600
SNP9601,1009601
SNP9602,1009602
SNP9603,1009603
SNP9604,1009604
SNP9605,1009605
SNP9606,1009606
SNP9607,1009607
SNP9608,1009608
SNP9609,1009609
SNP9610,1009610
SNP9611,1009611
SNP9612,1009612
SNP9613,1009613
SNP9614,1009614
SNP9615,1009615
SNP9616,1009616
SNP9617,1009617
SNP9618,1009618
SNP9619,1009619
SNP9620,1009620
SNP9621,1009621
SNP9622,1009622
SNP9623,1009623
SNP9624,1009624
SNP9625,1009625
SNP9626,1009626
SNP9627,1009627
SNP9628,1009628
SNP9629,1009629
SNP9630,1009630
SNP9631,1009631
SNP9632,1009632
SNP9633,1009633
SNP9634,1009634
SNP9635,1009635
SNP9636,1009636
SNP9637,1009637
SNP9638,1009638
SNP9639,1009639
SNP9640,1009640
SNP9641,1009641
SNP9642,1009642
SNP9643,1009643
SNP9644,1009644
SNP9645,1009645
SNP9646,1009646
SNP9647,1009647
SNP9648,1009648
SNP9649,1009649
SNP9650,1009650
SNP9651,1009651
SNP9652,1009652
SNP9653,1009653
SNP9654,1009654
SNP9655,1009655
SNP9656,1009656
SNP9657,1009657
SNP9658,1009658
SNP9659,1009659
SNP9660,1009660
SNP9661,1009661
SNP9662,1009662
SNP9663,1009663
SNP9664,1009664
SNP9665,1009665
SNP9666,1009666
SNP9667,1009667
SNP9668,1009668
SNP9669,1009669
SNP9670,1009670
SNP9671,1009671
SNP9672,1009672
SNP9673,1009673
SNP9674,1009674
SNP9675,1009675
SNP9676,1009676
SNP9677,1009677
SNP9678,1009678
SNP9679,1009679
SNP9680,1009680
SNP9681,1009681
SNP9682,1009682
SNP9683,1009683
SNP9684,1009684
SNP9685,1009685
SNP9686,1009686
SNP9687,1009687
SNP9688,1009688
SNP9689,1009689
SNP9690,1009690
SNP9691,1009691
SNP9692,1009692
SNP9693,1009693
SNP9694,1009694
SNP9695,1009695
SNP9696,1009696
SNP9697,1009697
SNP9698,1009698
SNP9699,1009699
SNP9700,1009700
SNP9701,1009701
SNP9702,1009702
SNP9703,1009703
SNP9704,1009704
SNP9705,1009705
SNP9706,1009706
SNP9707,1009707
SNP9708,1009708
SNP9709,1009709
SNP9710,1009710
SNP9711,1009711
SNP9712,1009712
SNP9713,1009713
SNP9714,1009714
SNP9715,1009715
SNP9716,1009716
SNP9717,1009717
SNP9718,1009718
SNP9719,1009719
SNP9720,1009720
SNP9721,1009721
SNP9722,1009722
SNP9723,1009723
SNP9724,1009724
SNP9725,1009725
SNP9726,1009726
SNP9727,1009727
SNP9728,1009728
SNP9729,1009729
SNP9730,1009730
SNP9731,1009731
SNP9732,1009732
SNP9733,1009733
SNP9734,1009734
SNP9735,1009735
SNP9736,1009736
SNP9737,1009737
SNP9738,1009738
SNP9739,1009739
SNP9740,1009740
SNP9741,1009741
SNP9742,1009742
SNP9743,1009743
SNP9744,1009744
SNP9745,1009745
SNP9746,1009746
SNP9747,1009747
SNP9748,1009748
SNP9749,1009749
SNP9750,1009750
SNP9751,1009751
SNP9752,1009752
SNP9753,1009753
SNP9754,1009754
SNP9755,1009755
SNP9756,1009756
SNP9757,1009757
SNP9758,1009758
SNP9759,1009759
SNP9760,1009760
SNP9761,1009761
SNP9762,1009762
SNP9763,1009763
SNP9764,1009764
SNP9765,1009765
SNP9766,1009766
SNP9767,1009767
SNP9768,1009768
SNP9769,1009769
SNP9770,1009770
SNP9771,1009771
SNP9772,1009772
SNP9773,1009773
SNP9774,1009774
SNP9775,1009775
SNP9776,1009776
SNP9777,1009777
SNP9778,1009778
SNP9779,1009779
SNP9780,1009780
SNP9781,1009781
SNP9782,1009782
SNP9783,1009783
SNP9784,1009784
SNP9785,1009785
SNP9786,1009786
SNP9787,1009787
SNP9788,1009788
SNP9789,1009789
SNP9790,1009790
SNP9791,1009791
SNP9792,1009792
SNP9793,1009793
SNP9794,1009794
SNP9795,1009795
SNP9796,1009796
SNP9797,1009797
SNP9798,1009798
SNP9799,1009799
SNP9800,1009800
SNP9801,1009801
SNP9802,1009802
SNP9803,1009803
SNP9804,1009804
SNP9805,1009805
SNP9806,1009806
SNP9807,1009807
SNP9808,1009808
SNP9809,1009809
SNP9810,1009810
SNP9811,1009811
SNP9812,1009812
SNP9813,1009813
SNP9814,1009814
SNP9815,1009815
SNP9816,1009816
SNP9817,1009817
SNP9818,1009818
SNP9819,1009819
SNP9820,1009820
SNP9821,1009821
SNP9822,1009822
SNP9823,1009823
SNP9824,1009824
SNP9825,1009825
SNP9826,1009826
SNP9827,1009827
SNP9828,1009828
SNP9829,1009829
SNP9830,1009830
SNP9831,1009831
SNP9832,1009832
SNP9833,1009833
SNP9834,1009834
SNP9835,1009835
SNP9836,1009836
SNP9837,1009837
SNP9838,1009838
SNP9839,1009839
SNP9840,1009840
SNP9841,1009841
SNP9842,1009842
SNP9843,1009843
SNP9844,1009844
SNP9845,1009845
SNP9846,1009846
SNP9847,1009847
SNP9848,1009848
SNP9849,1009849
SNP9850,1009850
SNP9851,1009851
SNP9852,1009852
SNP9853,1009853
SNP9854,1009854
SNP9855,1009855
SNP9856,1009856
SNP9857,1009857
SNP9858,1009858
SNP9859,1009859
SNP9860,1009860
SNP9861,1009861
SNP9862,1009862
SNP9863,1009863
SNP9864,1009864
SNP9865,1009865
SNP9866,1009866
SNP9867,1009867
SNP9868,1009868
SNP9869,1009869
SNP9870,1009870
SNP9871,1009871
SNP9872,1009872
SNP9873,1009873
SNP9874,1009874
SNP9875,1009875
SNP9876,1009876
SNP9877,1009877
SNP9878,1009878
SNP9879,1009879
SNP9880,1009880
SNP9881,1009881
SNP9882,1009882
SNP9883,1009883
SNP9884,1009884
SNP9885,1009885
SNP9886,1009886
SNP9887,1009887
SNP9888,1009888
SNP9889,1009889
SNP9890,1009890
SNP9891,1009891
SNP9892,1009892
